Text	Emotion
When I received some good news : I obtained an amount of money I needed to buy something I had been planning to buy.	2
 Don't brother me ! 	0
 Why ? 	3
His anguished voice tailed off , to intensify the effect . 	4
Scientists , on both sides of no-man 's land , become bitterly indignant when someone points such external influences out to them . 	0
When I met a good friend of mine after a long time.	2
When burglars with guns forced themselves into my house and ordered me to give them money or face death.	1
When I found out that a person I went to school with had died in a car accident.	4
 See you . 	3
Shackel became indignant and said he would fetch a magistrate and complain about the Chief Constable 's attitude , which he did . 	0
De Gaulle was incensed , ordered Massu 's recall to Paris , and , against the advice of several senior advisers , insisted that Massu should not be permitted to return to his command . 	0
 I hope so . 	3
When my father died.	4
I was told that I had passed the statistics exam.  I had not expected this so I was very happy.	2
 It's Snow . 	3
The Profit Share Scheme was reduced in 1992 but many members have expressed great annoyance that another scheme within the Bank netted two former members of the staff in Britain almost 218,000 between them . 	0
 Yes . I have my wallet stolen . 	4
When someone does not listen to me after having asked me to repeat what I said. This happened more than one time with the same person.	0
Leapor was still downcast about the loss of her job , perhaps unable to write much poetry , when she met Freemantle . 	4
I got a job right after school was over.	2
My girl-friend left me.	4
 OK , OK . I'll whisper it to you , but you have to promise not to tell anyone ! 	3
 and then ? 	3
 Maybe . I'll have to ask my mother . 	3
Susan , I am inviting you and Frank to our house warming party this weekend . 	2
 Certainly . 	3
When my sister took my things without having asked for my permission first.	0
She was on her feet taking his hand , smiling at him , telling him how delighted she was to meet him . 	2
 Yes . My bike has one under the seat . Get it , quick ! 	1
 I don't know . I failed my exam . 	4
is nothing else than perverted #faith. Your ability to fear is a proof of your ability to #believe.	1
When I passed the first examination that I had to repeat.	2
The staunchly pro-monarchist Daily Telegraph said BBC chairman Marmaduke Hussey , whose wife is a lady-in-waiting to Queen Elizabeth II , is miffed that no one told him about the interview .	0
 I thought they had already agreed to everything . That ’ s going to take weeks to rework . 	4
Skiing down a very icy slope, very fast in white-out conditions. Out of control with no idea of what I was doing or where I was heading.	1
It seems that anxious people condition most easily and it is thought that irrational fears are established in this way . 	1
I was petrified of having the same thing as my mother did . 	1
 Yes , that's true . Damn ! I just lost half my paper , and now I can't even do my homework.This is a bad time for this to happen . 	0
And , to complete his heartbreak , his car broke down when he was looking for his ninth win of the season at the Italian Grand Prix . 	4
Being made to look like a fool by a girl.	0
Not being accepted by classmates in university.	4
 But you should have told me you were in love with her . 	0
 I can smell smoke ! 	1
My elder brother had been expelled from college and he was so frustated that he attempted suicide - he drank bottle fragments.  I was very sad when I learnt this.	4
 That is a bank . The coffee shop is opposite the bank . 	3
Before one of my final exams of the third year - natural sciences.	1
Mr Brown was livid at the way 1 billion in precious foreign reserves was poured down the drain during the sterling fiasco a fortnight ago . 	0
When I was beaten up by thieves on behalf of some friends of mine as they thought that I had a lot of money and would not part with a few coins for their drinks.	0
So we 're delighted to bring our conference to support our members in Portsmouth . 	2
Six months ago when I got acquaintances with a person whom I trusted infinitely and from whom I expected help and friendly feelings. With him I found much in common - in our views and in our fate.	2
 Yes . 	3
 I ’ m sorry to hear about that . 	4
 He asked me to beef up in the work . 	4
What upsets you ? 	3
` We don't go to Lightwater Valley , " said an equally affronted bus driver . 	0
 But mum , we're watching this movie . 	4
 Absolutely unbelievable ! You people should be ashamed of yourselves . 	0
 You dance beautifully too . 	2
When I heard that my Uncle had passed away in a road traffic accident.	4
 What note ? 	3
We're having a sixties party next week . Do you want to come ? 	3
When I think of death - not my own but that of my parents, brothers and sisters.	1
When I was told that I had passed the exams.	2
 I'll try . I'm under a lot of pressure right now . 	4
I am sorry to say this but I seem to have lost the key to the safe . 	4
When I was subjected to a very nasty joke by a group of friends.	0
 Hi Joe . 	3
When I understood that my marriage was falling apart, and we decided to be legally separated.	4
Thames Valley Police are known to be furious about the case . 	0
That morning I was so ecstatic about my triumph in seducing the dog-owner 's daughter that I 'd completely forgotten about Jamila 's big decision . 	2
I went to see a movie and I went with a friend, it was really frightening and it made me stop and think about the world around me and what it is really like out there. I was frightened all that night.	1
In the student's union there was someone who took the photocopies of two large volumes.  I asked him to let me take a few, he refused it for an acceptable reason. 	0
 Me too . 	3
I was angry at my brother over an argument we had together.  We do have a few fights from time to time, and also at times I take out my anger on him.	0
Unfair and unjust attitude toward a person close to me, what I was the witness of, caused anger in me.	0
